,,,,,,,,,,
Key: Market,Key: Index (Market Area + Budget),Make and Model,Average Annual Earnings Rounded,Average Annual ROI,Vehicle Value,Annual Loan Cost,Average Annual Earnings Rounded,Vehicle Value Rounded,Loan Cost Rounded,Concat
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Mercedes-Benz C-Class,,0.2015,,,8900.42,33433,7408.04,Dallas / Fort WorthMercedes-Benz C-Class
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,INFINITI Qx80,,0.2014,,,10301.38,38697,8574.42,San Francisco / Oakland / San JoseINFINITI Qx80
Tampa,Tampa$40K to $100K,Jeep Gladiator,,0.2014,,,10683.97,40136,8893.28,TampaJeep Gladiator
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,Honda Pilot,,0.2012,,,7676.38,28840,6390.33,Washington DC / BaltimoreHonda Pilot
Atlanta,Atlanta$40K to $100K,Lexus Gx,,0.2012,,,10663.34,40063,8877.1,AtlantaLexus Gx
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Lexus Nx,,0.2009,,,8098.23,30434,6743.52,Los Angeles / Riverside / Orange CountyLexus Nx
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Genesis G70,,0.2009,,,8305.56,31214,6916.35,Dallas / Fort WorthGenesis G70
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,Audi Q3,,0.2001,,,7284.59,27395,6070.14,Washington DC / BaltimoreAudi Q3
San Diego,San Diego$25K to $40K,Kia Stinger,,0.1997,,,7847.73,29521,6541.22,San DiegoKia Stinger
US: Other,US: Other$40K to $100K,Jeep Wagoneer,,0.1997,,,16280.12,61244,13570.36,US: OtherJeep Wagoneer
San Diego,San Diego$25K to $40K,Chevrolet Blazer,,0.1996,,,7737.39,29110,6450.15,San DiegoChevrolet Blazer
Austin,Austin$25K to $40K,Lexus Is,,0.1992,,,8577.38,32280,7152.56,AustinLexus Is
Tampa,Tampa$40K to $100K,Jeep Wrangler 4xe,,0.1982,,,12487.66,47035,10421.95,TampaJeep Wrangler 4xe
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Dodge Durango,,0.1979,,,8497.1,32012,7093.17,Boston / Worcester / LawrenceDodge Durango
Austin,Austin$40K to $100K,GMC Yukon Xl,,0.1978,,,14118.93,53196,11787.09,AustinGMC Yukon Xl
National Average,National Average$25K to $40K,Honda Accord Hybrid,,0.1978,,,6875.41,25905,5739.99,National AverageHonda Accord Hybrid
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Chevrolet Camaro,,0.1977,,,7508.33,28292,6268.9,Seattle / TacomaChevrolet Camaro
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,Maserati Levante,,0.1977,,,11915.66,44900,9948.88,San Francisco / Oakland / San JoseMaserati Levante
San Diego,San Diego$25K to $40K,BMW 2 Series Gran Coupe,,0.1977,,,8471.21,31921,7073.01,San DiegoBMW 2 Series Gran Coupe
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Lexus Rc,,0.1973,,,9348.46,35238,7807.98,Los Angeles / Riverside / Orange CountyLexus Rc
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Acura Mdx,,0.1972,,,8633.86,32546,7211.5,Dallas / Fort WorthAcura Mdx
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Hyundai Ioniq Hybrid,,0.1971,,,5229.91,19717,4368.86,San Francisco / Oakland / San JoseHyundai Ioniq Hybrid
US: Other,US: Other$25K to $40K,Ford F-150,,0.1971,,,9214.6,34740,7697.64,US: OtherFord F-150
San Diego,San Diego$10K to $25K,Nissan Maxima,,0.1969,,,5765.45,21740,4817.12,San DiegoNissan Maxima
Atlanta,Atlanta$10K to $25K,Hyundai Santa Fe Sport,,0.1968,,,4138.91,15608,3458.4,AtlantaHyundai Santa Fe Sport
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Hyundai Santa Fe Sport,,0.1967,,,4138.66,15608,3458.4,San Francisco / Oakland / San JoseHyundai Santa Fe Sport
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Buick Enclave,,0.1965,,,7455.64,28121,6231.01,Miami / Fort LauderdaleBuick Enclave
Denver / Boulder,Denver / Boulder$40K to $100K,Tesla Model X,,0.1965,,,19663.75,74170,16434.48,Denver / BoulderTesla Model X
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Ford Fusion Hybrid,,0.1962,,,4795.75,18093,4009.02,Dallas / Fort WorthFord Fusion Hybrid
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Land Rover Discovery,,0.1959,,,9375.61,35382,7839.89,San Francisco / Oakland / San JoseLand Rover Discovery
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Honda Hr-V,,0.1958,,,5653.91,21338,4728.04,Miami / Fort LauderdaleHonda Hr-V
Dallas / Fort Worth,Dallas / Fort Worth$40K to $100K,Ford Bronco,,0.1957,,,13707.31,51736,11463.59,Dallas / Fort WorthFord Bronco
Orlando,Orlando$25K to $40K,Honda Insight,,0.1947,,,6704.17,25326,5611.7,OrlandoHonda Insight
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$40K to $100K,Porsche 718 Boxster,,0.194,,,14338.91,54196,12008.67,Boston / Worcester / LawrencePorsche 718 Boxster
New York / New Jersey / Long Island,New York / New Jersey / Long Island$40K to $100K,Chevrolet Tahoe,,0.194,,,12916.01,48820,10817.46,New York / New Jersey / Long IslandChevrolet Tahoe
Atlanta,Atlanta$25K to $40K,Land Rover Range Rover Evoque,,0.1938,,,8453.05,31956,7080.76,AtlantaLand Rover Range Rover Evoque
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Ram 3500,,0.1938,,,10361.26,39170,8679.23,Dallas / Fort WorthRam 3500
Phoenix,Phoenix$40K to $100K,Jeep Wrangler 4xe,,0.1936,,,12439.86,47035,10421.95,PhoenixJeep Wrangler 4xe
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,Volkswagen Golf R,,0.1933,,,8722.17,32988,7309.43,Washington DC / BaltimoreVolkswagen Golf R
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Nissan Armada,,0.1928,,,7916.42,29953,6636.94,Dallas / Fort WorthNissan Armada
National Average,National Average$25K to $40K,Toyota Gr86,,0.1926,,,8682.64,32857,7280.41,National AverageToyota Gr86
Houston,Houston$40K to $100K,Audi Q8,,0.1917,,,14961.71,56660,12554.64,HoustonAudi Q8
Houston,Houston$25K to $40K,Acura Tlx,,0.1913,,,6882.77,26074,5777.44,HoustonAcura Tlx
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Kia Sorento Hybrid,,0.1912,,,9057.44,34317,7603.91,Los Angeles / Riverside / Orange CountyKia Sorento Hybrid
Houston,Houston$10K to $25K,Toyota Corolla Hybrid,,0.1909,,,6515.37,24690,5470.77,HoustonToyota Corolla Hybrid
Houston,Houston$10K to $25K,Honda Fit,,0.1907,,,4390.11,16640,3687.07,HoustonHonda Fit
San Diego,San Diego$40K to $100K,Cadillac Escalade,,0.1904,,,17526.88,66447,14723.23,San DiegoCadillac Escalade
Atlanta,Atlanta$40K to $100K,Mercedes-Benz Eqb,,0.1902,,,15583.99,59094,13093.96,AtlantaMercedes-Benz Eqb
Austin,Austin$25K to $40K,Kia Carnival,,0.19,,,9863.76,37409,8289.03,AustinKia Carnival
US: Other,US: Other$10K to $25K,Buick Regal Sportback,,0.1897,,,4986.99,18918,4191.82,US: OtherBuick Regal Sportback
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Jeep Wrangler Unlimited,,0.1897,,,9099.01,34518,7648.45,Boston / Worcester / LawrenceJeep Wrangler Unlimited
US: Other,US: Other$25K to $40K,Volvo Xc40,,0.1896,,,8242.13,31269,6928.54,US: OtherVolvo Xc40
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,BMW 5 Series,,0.1892,,,8501.96,32266,7149.45,San Francisco / Oakland / San JoseBMW 5 Series
San Diego,San Diego$25K to $40K,Dodge Charger,,0.1887,,,8649.92,32840,7276.64,San DiegoDodge Charger
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Jeep Cherokee,,0.1882,,,5173.56,19650,4354.02,Washington DC / BaltimoreJeep Cherokee
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Chevrolet Silverado 1500,,0.1881,,,9120.26,34645,7676.59,Los Angeles / Riverside / Orange CountyChevrolet Silverado 1500
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Mazda Cx-50,,0.188,,,9304.98,35349,7832.58,Los Angeles / Riverside / Orange CountyMazda Cx-50
National Average,National Average$25K to $40K,Hyundai Santa Cruz,,0.1878,,,8493.01,32270,7150.34,National AverageHyundai Santa Cruz
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Toyota Corolla Hybrid,,0.1874,,,6495.77,24690,5470.77,Washington DC / BaltimoreToyota Corolla Hybrid
Denver / Boulder,Denver / Boulder$40K to $100K,Tesla Model Y,,0.1873,,,13953.77,53039,11752.3,Denver / BoulderTesla Model Y
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,GMC Acadia,,0.1871,,,6977.26,26526,5877.59,Dallas / Fort WorthGMC Acadia
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,Maserati Ghibli,,0.1868,,,10906.52,41474,9189.75,San Francisco / Oakland / San JoseMaserati Ghibli
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,BMW 7 Series,,0.1864,,,12767.64,48568,10761.63,Miami / Fort LauderdaleBMW 7 Series
Honolulu,Honolulu$25K to $40K,GMC Canyon,,0.1864,,,7942.13,30213,6694.55,HonoluluGMC Canyon
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Honda Passport,,0.1863,,,8478.01,32254,7146.79,Miami / Fort LauderdaleHonda Passport
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$40K to $100K,BMW 6 Series,,0.1859,,,10925.06,41576,9212.35,Los Angeles / Riverside / Orange CountyBMW 6 Series
Seattle / Tacoma,Seattle / Tacoma$40K to $100K,Audi Q8,,0.1858,,,14887.61,56660,12554.64,Seattle / TacomaAudi Q8
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Nissan Frontier,,0.1853,,,7012.91,26701,5916.37,Los Angeles / Riverside / Orange CountyNissan Frontier
Atlanta,Atlanta$25K to $40K,Alfa Romeo Stelvio,,0.1846,,,6895.13,26269,5820.65,AtlantaAlfa Romeo Stelvio
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Lexus Is,,0.1846,,,8472.83,32280,7152.56,Los Angeles / Riverside / Orange CountyLexus Is
Houston,Houston$25K to $40K,Kia Telluride,,0.1846,,,9096.13,34655,7678.8,HoustonKia Telluride
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,MINI Countryman,,0.1843,,,6682.66,25466,5642.72,Los Angeles / Riverside / Orange CountyMINI Countryman
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,BMW X3,,0.1839,,,8332.2,31762,7037.78,Washington DC / BaltimoreBMW X3
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Genesis G70,,0.1836,,,8186.21,31214,6916.35,Los Angeles / Riverside / Orange CountyGenesis G70
Chicago,Chicago$40K to $100K,Ford Bronco,,0.1832,,,13563.63,51736,11463.59,ChicagoFord Bronco
National Average,National Average$25K to $40K,Dodge Charger,,0.1832,,,8609.43,32840,7276.64,National AverageDodge Charger
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Audi Sq5,,0.183,,,10451.23,39872,8834.78,Boston / Worcester / LawrenceAudi Sq5
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,Chevrolet Tahoe,,0.1829,,,12795.66,48820,10817.46,Miami / Fort LauderdaleChevrolet Tahoe
Chicago,Chicago$25K to $40K,Toyota Rav4 Hybrid,,0.1829,,,8612.24,32859,7280.85,ChicagoToyota Rav4 Hybrid
Tampa,Tampa$25K to $40K,Jaguar F-Pace,,0.1826,,,7995.78,30513,6761.03,TampaJaguar F-Pace
Phoenix,Phoenix$40K to $100K,Mercedes-Benz S-Class,,0.1824,,,19039.84,72672,16102.56,PhoenixMercedes-Benz S-Class
Seattle / Tacoma,Seattle / Tacoma$40K to $100K,Ford Bronco,,0.182,,,13550.46,51736,11463.59,Seattle / TacomaFord Bronco
Tampa,Tampa$25K to $40K,Dodge Challenger,,0.182,,,7708.37,29431,6521.28,TampaDodge Challenger
Orlando,Orlando$25K to $40K,BMW X4,,0.182,,,10238.05,39090,8661.51,OrlandoBMW X4
National Average,National Average$40K to $100K,BMW M2,,0.1819,,,12788.19,48833,10820.34,National AverageBMW M2
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,Land Rover Defender,,0.1813,,,17038.82,65096,14423.88,San Francisco / Oakland / San JoseLand Rover Defender
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Kia Sorento Hybrid,,0.1808,,,8978.86,34317,7603.91,Seattle / TacomaKia Sorento Hybrid
Tampa,Tampa$40K to $100K,Tesla Model 3,,0.1808,,,10898,41653,9229.41,TampaTesla Model 3
Phoenix,Phoenix$25K to $40K,Ford Maverick,,0.1805,,,8080.75,30894,6845.45,PhoenixFord Maverick
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Honda Accord Sedan,,0.1804,,,6362.2,24324,5389.68,Los Angeles / Riverside / Orange CountyHonda Accord Sedan
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$40K to $100K,Porsche 718 Boxster,,0.1804,,,14175.2,54196,12008.67,Los Angeles / Riverside / Orange CountyPorsche 718 Boxster
National Average,National Average$25K to $40K,Ram 1500 Classic,,0.1803,,,7899.02,30202,6692.12,National AverageRam 1500 Classic
Chicago,Chicago$25K to $40K,Jeep Wrangler,,0.1803,,,7826.77,29927,6631.18,ChicagoJeep Wrangler
Austin,Austin$25K to $40K,Ford F-150,,0.1803,,,9085.42,34740,7697.64,AustinFord F-150
Tampa,Tampa$25K to $40K,Lexus Es,,0.1799,,,8943.06,34207,7579.54,TampaLexus Es
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Subaru Wrx,,0.1798,,,6864.86,26261,5818.87,Boston / Worcester / LawrenceSubaru Wrx
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$40K to $100K,Tesla Model Y,,0.1795,,,13862.41,53039,11752.3,Los Angeles / Riverside / Orange CountyTesla Model Y
Chicago,Chicago$25K to $40K,Mercedes-Benz C-Class,,0.1795,,,8737.6,33433,7408.04,ChicagoMercedes-Benz C-Class
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Mitsubishi Outlander,,0.1792,,,5593.1,21406,4743.11,San Francisco / Oakland / San JoseMitsubishi Outlander
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,Jeep Gladiator,,0.1792,,,10486.61,40136,8893.28,Miami / Fort LauderdaleJeep Gladiator
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Hyundai Ioniq Hybrid,,0.1792,,,5151.58,19717,4368.86,Los Angeles / Riverside / Orange CountyHyundai Ioniq Hybrid
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Kia Niro Plug-In Hybrid,,0.179,,,6397.63,24490,5426.46,San Francisco / Oakland / San JoseKia Niro Plug-In Hybrid
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,Genesis Gv80,,0.1788,,,13892.05,53184,11784.43,Miami / Fort LauderdaleGenesis Gv80
San Diego,San Diego$40K to $100K,Jeep Wrangler 4xe,,0.1788,,,12284.99,47035,10421.95,San DiegoJeep Wrangler 4xe
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,Mercedes-Benz Glc-Class,,0.1786,,,8324.16,31874,7062.59,Washington DC / BaltimoreMercedes-Benz Glc-Class
National Average,National Average$25K to $40K,Genesis G70,,0.1785,,,8151.23,31214,6916.35,National AverageGenesis G70
Tampa,Tampa$25K to $40K,Jeep Grand Cherokee,,0.1781,,,7583.1,29049,6436.63,TampaJeep Grand Cherokee
Las Vegas,Las Vegas$40K to $100K,Jeep Wagoneer,,0.178,,,15986.12,61244,13570.36,Las VegasJeep Wagoneer
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Toyota Rav4 Hybrid,,0.1778,,,8575.71,32859,7280.85,San Francisco / Oakland / San JoseToyota Rav4 Hybrid
Orlando,Orlando$10K to $25K,Mazda Mazda3,,0.1778,,,4584.7,17567,3892.47,OrlandoMazda Mazda3
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$40K to $100K,Mercedes-Benz Gle-Class,,0.1778,,,13988.72,53604,11877.5,Los Angeles / Riverside / Orange CountyMercedes-Benz Gle-Class
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Lincoln Continental,,0.1774,,,7219.71,27674,6131.96,New York / New Jersey / Long IslandLincoln Continental
Austin,Austin$40K to $100K,Mercedes-Benz Gle-Class,,0.1764,,,13972.38,53604,11877.5,AustinMercedes-Benz Gle-Class
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Toyota Camry Hybrid,,0.1764,,,7830.99,30043,6656.88,Los Angeles / Riverside / Orange CountyToyota Camry Hybrid
San Diego,San Diego$10K to $25K,Toyota Corolla Hatchback,,0.1757,,,5618.46,21567,4778.78,San DiegoToyota Corolla Hatchback
Dallas / Fort Worth,Dallas / Fort Worth$40K to $100K,Lincoln Navigator,,0.1757,,,13311.02,51096,11321.78,Dallas / Fort WorthLincoln Navigator
National Average,National Average$40K to $100K,Land Rover Range Rover Sport,,0.1755,,,15303.08,58752,13018.18,National AverageLand Rover Range Rover Sport
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Buick Enclave,,0.1755,,,7324.58,28121,6231.01,Boston / Worcester / LawrenceBuick Enclave
Las Vegas,Las Vegas$10K to $25K,Ford Flex,,0.1755,,,5915.44,22711,5032.27,Las VegasFord Flex
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,Jaguar F-Type,,0.1751,,,13262.2,50934,11285.88,Miami / Fort LauderdaleJaguar F-Type
Denver / Boulder,Denver / Boulder$40K to $100K,Chevrolet Corvette,,0.1748,,,18678.44,71754,15899.15,Denver / BoulderChevrolet Corvette
Seattle / Tacoma,Seattle / Tacoma$40K to $100K,Volkswagen Id.4,,0.1744,,,11193.76,43018,9531.87,Seattle / TacomaVolkswagen Id.4
US: Other,US: Other$25K to $40K,Nissan Frontier,,0.1743,,,6947.33,26701,5916.37,US: OtherNissan Frontier
US: Other,US: Other$25K to $40K,Lexus Gs,,0.1742,,,8147.66,31315,6938.73,US: OtherLexus Gs
Austin,Austin$25K to $40K,Toyota Tacoma,,0.1742,,,7829.29,30092,6667.74,AustinToyota Tacoma
Anchorage,Anchorage$25K to $40K,Kia Stinger,,0.1742,,,7680.59,29521,6541.22,AnchorageKia Stinger
Las Vegas,Las Vegas$25K to $40K,Mercedes-Benz E-Class,,0.1741,,,9859.13,37896,8396.94,Las VegasMercedes-Benz E-Class
Austin,Austin$40K to $100K,Land Rover Range Rover Sport,,0.174,,,15283.92,58752,13018.18,AustinLand Rover Range Rover Sport
Austin,Austin$25K to $40K,Dodge Charger,,0.174,,,8542.91,32840,7276.64,AustinDodge Charger
US: Other,US: Other$25K to $40K,Toyota Avalon,,0.1739,,,7359.57,28294,6269.34,US: OtherToyota Avalon
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Honda Accord,,0.1737,,,6020.07,23148,5129.1,Washington DC / BaltimoreHonda Accord
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Honda Cr-V,,0.1734,,,6339.07,24380,5402.08,Washington DC / BaltimoreHonda Cr-V
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,BMW 2 Series,,0.1734,,,7844.57,30172,6685.47,Dallas / Fort WorthBMW 2 Series
Tampa,Tampa$25K to $40K,BMW 2 Series Gran Coupe,,0.1732,,,8297.98,31921,7073.01,TampaBMW 2 Series Gran Coupe
Las Vegas,Las Vegas$25K to $40K,MINI Countryman,,0.173,,,6618.87,25466,5642.72,Las VegasMINI Countryman
Seattle / Tacoma,Seattle / Tacoma$40K to $100K,BMW X5,,0.1729,,,10834.71,41688,9237.17,Seattle / TacomaBMW X5
Las Vegas,Las Vegas$25K to $40K,Kia Stinger,,0.1725,,,7669.85,29521,6541.22,Las VegasKia Stinger
Chicago,Chicago$10K to $25K,Subaru Outback,,0.1724,,,6170.67,23753,5263.16,ChicagoSubaru Outback
National Average,National Average$40K to $100K,Maserati Ghibli,,0.1724,,,10774.29,41474,9189.75,National AverageMaserati Ghibli
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Mazda Mazda6,,0.172,,,5350.96,20605,4565.63,Miami / Fort LauderdaleMazda Mazda6
Austin,Austin$25K to $40K,Land Rover Discovery,,0.172,,,9188.33,35382,7839.89,AustinLand Rover Discovery
Chicago,Chicago$10K to $25K,Ford Edge,,0.172,,,5235.44,20161,4467.24,ChicagoFord Edge
Dallas / Fort Worth,Dallas / Fort Worth$40K to $100K,Tesla Model 3,,0.1719,,,10815.53,41653,9229.41,Dallas / Fort WorthTesla Model 3
US: Other,US: Other$40K to $100K,GMC Yukon,,0.1713,,,13732.08,52910,11723.72,US: OtherGMC Yukon
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Toyota Corolla Hatchback,,0.1709,,,5595.42,21567,4778.78,Miami / Fort LauderdaleToyota Corolla Hatchback
Houston,Houston$40K to $100K,Ford Bronco,,0.1706,,,13419.72,51736,11463.59,HoustonFord Bronco
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$40K to $100K,Tesla Model 3,,0.1702,,,10800.51,41653,9229.41,Boston / Worcester / LawrenceTesla Model 3
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Kia K5,,0.1701,,,6816.89,26292,5825.74,Seattle / TacomaKia K5
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,INFINITI Q50,,0.1697,,,6196.39,23907,5297.28,Miami / Fort LauderdaleINFINITI Q50
San Diego,San Diego$10K to $25K,Nissan Leaf,,0.1692,,,6116.16,23608,5231.03,San DiegoNissan Leaf
Atlanta,Atlanta$10K to $25K,Subaru Outback,,0.1692,,,6153.57,23753,5263.16,AtlantaSubaru Outback
Phoenix,Phoenix$25K to $40K,Audi Sq5,,0.1691,,,10328.41,39872,8834.78,PhoenixAudi Sq5
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,BMW X4,,0.169,,,10125.7,39090,8661.51,Dallas / Fort WorthBMW X4
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,BMW 3 Series,,0.1686,,,7071.46,27309,6051.09,Boston / Worcester / LawrenceBMW 3 Series
Chicago,Chicago$25K to $40K,Ram 3500,,0.1686,,,10142.61,39170,8679.23,ChicagoRam 3500
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Kia Optima Hybrid,,0.1682,,,4879.86,18852,4177.2,Los Angeles / Riverside / Orange CountyKia Optima Hybrid
National Average,National Average$25K to $40K,Chevrolet Silverado 1500,,0.1681,,,8967.04,34645,7676.59,National AverageChevrolet Silverado 1500
National Average,National Average$25K to $40K,Jaguar Xf,,0.1681,,,7601.98,29372,6508.2,National AverageJaguar Xf
Chicago,Chicago$40K to $100K,Mercedes-Benz S-Class,,0.168,,,18808.47,72672,16102.56,ChicagoMercedes-Benz S-Class
Dallas / Fort Worth,Dallas / Fort Worth$40K to $100K,Cadillac Escalade Esv,,0.168,,,16282.6,62913,13940.17,Dallas / Fort WorthCadillac Escalade Esv
Washington DC / Baltimore,Washington DC / Baltimore$40K to $100K,Chevrolet Suburban,,0.168,,,12558.86,48528,10752.76,Washington DC / BaltimoreChevrolet Suburban
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Jeep Grand Cherokee L,,0.1674,,,10345.4,39994,8861.81,Miami / Fort LauderdaleJeep Grand Cherokee L
Tampa,Tampa$25K to $40K,Acura Rdx,,0.1673,,,7800.67,30159,6682.59,TampaAcura Rdx
Atlanta,Atlanta$25K to $40K,Audi Sq5,,0.167,,,10310.62,39872,8834.78,AtlantaAudi Sq5
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Kia Sportage Hybrid,,0.167,,,7964.63,30800,6824.62,Los Angeles / Riverside / Orange CountyKia Sportage Hybrid
National Average,National Average$25K to $40K,Genesis G80,,0.1663,,,7924.33,30665,6794.71,National AverageGenesis G80
Tampa,Tampa$25K to $40K,Mercedes-Benz C-Class,,0.1662,,,8639,33433,7408.04,TampaMercedes-Benz C-Class
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Lexus Rx,,0.1661,,,9758.66,37769,8368.8,New York / New Jersey / Long IslandLexus Rx
Phoenix,Phoenix$25K to $40K,Toyota Rav4 Hybrid,,0.1658,,,8487.79,32859,7280.85,PhoenixToyota Rav4 Hybrid
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,MINI Clubman,,0.1652,,,6709.41,25988,5758.38,Washington DC / BaltimoreMINI Clubman
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Kia Soul,,0.165,,,4448.72,17234,3818.68,San Francisco / Oakland / San JoseKia Soul
Orlando,Orlando$25K to $40K,Toyota Prius Prime,,0.1645,,,7785.05,30171,6685.25,OrlandoToyota Prius Prime
Austin,Austin$40K to $100K,Ford Mustang Mach-E,,0.1645,,,13059.97,50614,11214.98,AustinFord Mustang Mach-E
Tampa,Tampa$40K to $100K,Cadillac Escalade,,0.1644,,,17143.72,66447,14723.23,TampaCadillac Escalade
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Toyota Tacoma,,0.1644,,,7763.71,30092,6667.74,Boston / Worcester / LawrenceToyota Tacoma
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Mercedes-Benz Cla-Class,,0.1633,,,7159.53,27775,6154.34,New York / New Jersey / Long IslandMercedes-Benz Cla-Class
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Volkswagen Atlas,,0.1633,,,7042.91,27324,6054.41,Boston / Worcester / LawrenceVolkswagen Atlas
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Mazda Mx-5 Miata,,0.163,,,6662.91,25855,5728.91,San Francisco / Oakland / San JoseMazda Mx-5 Miata
Atlanta,Atlanta$25K to $40K,Genesis G80,,0.1628,,,7901.07,30665,6794.71,AtlantaGenesis G80
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,BMW 2 Series,,0.1627,,,7773.28,30172,6685.47,New York / New Jersey / Long IslandBMW 2 Series
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Mercedes-Benz E-Class,,0.1623,,,9760.16,37896,8396.94,Los Angeles / Riverside / Orange CountyMercedes-Benz E-Class
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Dodge Charger,,0.1622,,,8456.74,32840,7276.64,Miami / Fort LauderdaleDodge Charger
